Date,User,Tweet,newTweet,newTweet1,tokens
2014-01-06 14:56:07+00:00,thekiranbedi,"Heard on NDTV Prog BJP considering doing away with Income Tax. If well thought thru it will reduce parallel economy,inspector raj+corruption",Heard NDTV Prog BJP considering away Income Tax well thought thru reduce parallel economy inspector raj corruption,Heard NDTV Prog BJP considering away Income Tax well thought thru reduce parallel economy inspector raj corruption,hear ndtv prog bjp consider away income tax think reduce parallel economy inspector raj corruptio
2014-01-06 14:01:32+00:00,thekiranbedi,(Let's stimulate ourselves with something other than politics) Don’t Abandon Innovation — Simplify It - @HarvardBiz http://t.co/NxbVR3QVcr,Let stimulate something politics Abandon Innovation Simplify HarvardBiz http co NxbVR3QVcr,Let stimulate something politics Abandon Innovation Simplify HarvardBiz co NxbVR3QVcr,let stimulate politics abandon innovation simplify harvardbiz nxbvrqvcr
2014-01-06 09:55:11+00:00,thekiranbedi,In u missed this cartoon in @the_hindu of Sat as I did! One which says it all. Legacy of PM+UPA for history http://t.co/PYnTjsQIAn,u missed cartoon the_hindu Sat One says Legacy PM UPA history http co PYnTjsQIAn,u missed cartoon the_hindu Sat One says Legacy PM UPA history co PYnTjsQIAn,miss cartoon hindu sit say legacy upa history pyntjsqia
2014-01-06 06:36:10+00:00,thekiranbedi,(He knows what he is saying and its implications)@shagilg: Mam waiting for yr statement on 'Prashant Bhushan anti national Views on Kashmir,knows saying implications shagilg Mam waiting yr statement Prashant Bhushan anti national Views Kashmir,knows saying implications shagilg Mam waiting yr statement Prashant Bhushan anti national Views Kashmir,ows say implications shagilg mam wait statement prashant bhushan anti national view kashmir
2014-01-06 06:01:56+00:00,thekiranbedi,(Its Delhi Lokayukta not Lokpal pl) @ANI_news: LG Najeeb Jung: To bridge d gap between Govt &amp; d people &amp; to pass d Jan Lokpal is a priority!,Delhi Lokayukta Lokpal pl ANI_news LG Najeeb Jung bridge gap Govt people pass Jan Lokpal priority,Delhi Lokayukta Lokpal pl ANI_news LG Najeeb Jung bridge gap Govt people pass Jan Lokpal priority,delhi lokayukta lokpal ani news najeeb jung bridge gap govt people pass jan lokpal priority
2014-01-05 17:45:38+00:00,thekiranbedi,"(How about biking in Muzzf villages?)@ZeeNews: Akhilesh Yadav participates in bicycle marathon, covers 30 kms http://t.co/4AiarpRRNH",biking Muzzf villages ZeeNews Akhilesh Yadav participates bicycle marathon covers 30 kms http co 4AiarpRRNH,biking Muzzf villages ZeeNews Akhilesh Yadav participates bicycle marathon covers 30 kms co 4AiarpRRNH,bike muzzf villages zeenews akhilesh yadav participate bicycle marathon cover kms aiarprrnh
2014-01-05 17:14:49+00:00,thekiranbedi,(KEY is INTEGRITY) @narendramodi: .........to develop India. Our people are skilled. It is about creating opportunities &amp; putting in systems,KEY INTEGRITY narendramodi develop India people skilled creating opportunities putting systems,KEY INTEGRITY narendramodi develop India people skilled creating opportunities putting systems,key integrity narendramodi develop india people skilled create opportunities put systems
2014-01-05 16:40:51+00:00,thekiranbedi,(independent voices needed too) @rajiv240974: don't u think that Indian politics need you to join for welfare of society...Request join BJP,independent voices needed rajiv240974 u think Indian politics need join welfare society Request join BJP,independent voices needed rajiv240974 u think Indian politics need join welfare society Request join BJP,dependent voice need rajiv think indian politics need join welfare society request join bjp
2014-01-05 14:05:35+00:00,thekiranbedi,Country has been fed by words without seeing reliable measurable action! We have to stand up and demand a change as independent voices!,Country fed words without seeing reliable measurable action stand demand change independent voices,Country fed words without seeing reliable measurable action stand demand change independent voices,country feed word see reliable measurable action stand demand change independent voice
2014-01-05 13:58:02+00:00,thekiranbedi,When @narendramodi speaks on Governance and development it appears others need to go to school!,narendramodi speaks Governance development appears others need go school,narendramodi speaks Governance development appears others need go school,arendramodi speak governance development appear need schoo
2014-01-05 13:53:43+00:00,thekiranbedi,Hearing NaMo!Extent of his hands-on experience in Governance is unmatched! Country needs this experience desperately to  recover lost time!,Hearing NaMo Extent hands experience Governance unmatched Country needs experience desperately recover lost time,Hearing NaMo Extent hands experience Governance unmatched Country needs experience desperately recover lost time,hear namo extent hand experience governance unmatched country need experience desperately recover lose time
2014-01-05 13:07:33+00:00,thekiranbedi,"Traffic in Delhi is exceedingly messy!It appears people have reconciled!Only managing VIP routes,is not enough!What about rest of Delhi?",Traffic Delhi exceedingly messy appears people reconciled managing VIP routes enough rest Delhi,Traffic Delhi exceedingly messy appears people reconciled managing VIP routes enough rest Delhi,traffic delhi exceedingly messy appear people reconcile manage vip rout rest delh
2014-01-05 10:36:37+00:00,thekiranbedi,"Am against none. Am for India First....Ethical,Authentic,Stable, Prosperous India! @DrSrishtiGupta: @thekiranbedi Mam are u against AAP?”",none India First Ethical Authentic Stable Prosperous India DrSrishtiGupta thekiranbedi Mam u AAP,none India First Ethical Authentic Stable Prosperous India DrSrishtiGupta thekiranbedi Mam u AAP,india ethical authentic stable prosperous india drsrishtigupta thekiranbedi mam aap
2014-01-05 10:30:30+00:00,thekiranbedi,(Be the change.Much needed!) @ZeeNews: AAP questions MP CM holding two bungalows in Bhopal - http://t.co/ZjH8HOyquE”,change Much needed ZeeNews AAP questions MP CM holding two bungalows Bhopal http co ZjH8HOyquE,change Much needed ZeeNews AAP questions MP CM holding two bungalows Bhopal co ZjH8HOyquE,change need zeenews aap question hold bungalows bhopal zjhhoyque
2014-01-05 10:04:57+00:00,thekiranbedi,"@NavjyotiIFcommunity from outskirts of delhi,part of annual day witnessing their children play and perform http://t.co/cvQzt43oM0",NavjyotiIFcommunity outskirts delhi part annual day witnessing children play perform http co cvQzt43oM0,NavjyotiIFcommunity outskirts delhi part annual day witnessing children play perform co cvQzt43oM0,outskirts delhi annual day witness children play perform cvqztom
2014-01-05 09:26:09+00:00,thekiranbedi,(Is this not a case of having your cake and eating it too?)@ANI_news:Both BJP&amp; Congress r corrupt &amp; dont care abt democracy: PrashantB (AAP),case cake eating ANI_news BJP Congress r corrupt dont care abt democracy PrashantB AAP,case cake eating ANI_news BJP Congress r corrupt dont care abt democracy PrashantB AAP,case cake eat ani news bjp congress corrupt dont care abt democracy prashantb aap
2014-01-05 09:21:36+00:00,thekiranbedi,This is Delhi too! Truly Aam! http://t.co/Xkkd0Um7Z9,Delhi Truly Aam http co Xkkd0Um7Z9,Delhi Truly Aam co Xkkd0Um7Z9,delhi truly aam xkkdumz
2014-01-05 08:59:38+00:00,thekiranbedi,"Celebrating @NavjyotiIF 26th birthday as full fledged sports day with thousands of students,parents, staff, volunteers,founders!Yipee!",Celebrating NavjyotiIF 26th birthday full fledged sports day thousands students parents staff volunteers founders Yipee,Celebrating NavjyotiIF 26th birthday full fledged sports day thousands students parents staff volunteers founders Yipee,celebrate navjyotiif birthday fledge sport day thousands students parent staff volunteer founder yipee
2014-01-05 08:52:00+00:00,thekiranbedi,(No truth at all)@aashish_bhalla: @thekiranbedi any truth in this? http://t.co/FeXzKAdFyw ??”,truth aashish_bhalla thekiranbedi truth http co FeXzKAdFyw,truth aashish_bhalla thekiranbedi truth co FeXzKAdFyw,truth aashish bhalla thekiranbedi truth fexzkadfyw
2014-01-05 08:33:53+00:00,thekiranbedi,"( Aur Sab Samajta Hu!......!)@abpnewstv: 'Mai Bhi Aam Aadmi' , a nationwide membership drive to begin from January 10: Yogendra Yadav",understand everything abpnevastva also common man nationwide membership drive begin January 10 Yogendra Yadav,understand everything abpnevastva also common man nationwide membership drive begin January 10 Yogendra Yadav,understand abpnevastva common man nationwide membership drive begin january yogendra yadav
2014-01-05 07:47:12+00:00,thekiranbedi,"(Lokpal Independent of them)@minhazmerchant: More votes for reg parties&amp;AAP,greater d chances of an unstable..Govt of 25-seaters.Rs..hit 75?",Lokpal Independent minhazmerchant votes reg parties greater chances unstable Govt 25 seaters Rs hit 75,Lokpal Independent minhazmerchant votes reg parties greater chances unstable Govt 25 seaters Rs hit 75,lokpal independent minhazmerchant vote reg party greater chance unstable govt seaters hit
2014-01-05 04:05:51+00:00,thekiranbedi,"(यह बी idea achaa है SirJi) @KuldeepMudgil: @mechirubhat Wrng Statemnt Dost.How can Kiran ji join BJP again.She's already inBJP,unofficially",also idea achaa SirJi KuldeepMudgil mechirubhat Wrng Statemnt Dost Kiran ji join BJP already inBJP unofficially,also idea achaa SirJi KuldeepMudgil mechirubhat Wrng Statemnt Dost Kiran ji join BJP already inBJP unofficially,idea achaa sirji kuldeepmudgil mechirubhat wrng statemnt dost kiran join bjp inbjp unofficially
2014-01-05 03:42:26+00:00,thekiranbedi,(An idea Sir Ji)@mechirubhat: @thekiranbedi it seems u will join BJP.......!!,idea Sir Ji mechirubhat thekiranbedi seems u join BJP,idea Sir Ji mechirubhat thekiranbedi seems u join BJP,dea sir mechirubhat thekiranbedi join bjp
2014-01-05 03:34:06+00:00,thekiranbedi,ग।लिब idea achaa है)@auzziechopra: Ji agar aap main dum hai to @ArvindKejriwal ke khilaf election lado! @thekiranbedi #arvindbetterthenanna”,c Lib idea achaa auzziechopra Ji agar aap main dum ArvindKejriwal ke khilaf election lado thekiranbedi arvindbetterthenanna,c Lib idea achaa auzziechopra Ji agar aap main dum ArvindKejriwal ke khilaf election lado thekiranbedi arvindbetterthenanna,lib idea achaa auzziechopra agar aap main dum arvindkejriwal khilaf election lado thekiranbedi
2014-01-04 17:30:15+00:00,thekiranbedi,"GQ:""Always forgive your enemies;nothing {Can Read:""May destroy you so much""?} annoys them so much.""Oscar Wilde",GQ Always forgive enemies nothing Read May destroy much annoys much Oscar Wilde,GQ Always forgive enemies nothing Read May destroy much annoys much Oscar Wilde,forgive enemies read destroy annoy oscar wilde
2014-01-04 15:14:47+00:00,thekiranbedi,"Nahi Ji) @BharatAAPka: @AmitShahTweet: किरण बेदी और संतोष हेगड़े बीजेपी में शामिल होंगे Read More: http://t.co/OfQPBipFLt"" क्या ये सही है?",Nahi Ji BharatAAPka AmitShahTweet Kiran Bedi Santosh Hegde join BJP Read http co OfQPBipFLt correct,Nahi Ji BharatAAPka AmitShahTweet Kiran Bedi Santosh Hegde join BJP Read co OfQPBipFLt correct,nahi bharataapka amitshahtweet kiran bedi santosh hegde join bjp read ofqpbipflt correct
2014-01-04 14:47:44+00:00,thekiranbedi,(NO)@vishwas_prabhu: @thekiranbedi Is it true ma'am that you are joining BJP??”,vishwas_prabhu thekiranbedi true joining BJP,vishwas_prabhu thekiranbedi true joining BJP,vishwas prabhu thekiranbedi true join bjp
2014-01-04 14:45:48+00:00,thekiranbedi,"(PM can learn, if wishes to) @poonamipj: change is in the air Sheila Dixit 15 press confs in 15 years,Kejriwal 15 press confs in 15 hours!",PM learn wishes poonamipj change air Sheila Dixit 15 press confs 15 years Kejriwal 15 press confs 15 hours,PM learn wishes poonamipj change air Sheila Dixit 15 press confs 15 years Kejriwal 15 press confs 15 hours,learn wish poonamipj change air sheila dixit press confs years kejriwal press confs hours
2014-01-04 14:34:52+00:00,thekiranbedi,"(Re-called) Obama did 79 Press conferences in first 4 yrs Clinton 133,Bush 143,Our PM made 3 in 9 yrs! Communication Paralysis? Treatable?",called Obama 79 Press conferences first 4 yrs Clinton 133 Bush 143 PM made 3 9 yrs Communication Paralysis Treatable,called Obama 79 Press conferences first 4 yrs Clinton 133 Bush 143 PM made 3 9 yrs Communication Paralysis Treatable,call obama press conferences yrs clinton bush yrs communication paralysis treatable
2014-01-04 12:01:23+00:00,thekiranbedi,"At Rotary International Conference,Amravati! Urged them to make it Girls Safety as Rotary Program all over India! http://t.co/wneUa7hlzG",Rotary International Conference Amravati Urged make Girls Safety Rotary Program India http co wneUa7hlzG,Rotary International Conference Amravati Urged make Girls Safety Rotary Program India co wneUa7hlzG,rotary international conference amravati urge girls safety rotary program india wneuahlzg
2014-01-04 11:49:03+00:00,thekiranbedi,(Don't some do repeatedly what they are best at?)@ndtv: Caught on camera: Samajwadi Party workers thrash toll booth attendant!,repeatedly best ndtv Caught camera Samajwadi Party workers thrash toll booth attendant,repeatedly best ndtv Caught camera Samajwadi Party workers thrash toll booth attendant,repeatedly best ndtv catch camera samajwadi party workers thrash toll booth attendant
2014-01-04 03:19:05+00:00,thekiranbedi,Today in Amravati. In a Rotary District 3030 conference. With Rotarians from Gondia to Nasik. (Covering major part of Maharashtra),Today Amravati Rotary District 3030 conference Rotarians Gondia Nasik Covering major part Maharashtra,Today Amravati Rotary District 3030 conference Rotarians Gondia Nasik Covering major part Maharashtra,today amravati rotary district conference rotarians gondia nasik cover major maharashtra
2014-01-03 13:13:51+00:00,thekiranbedi,(All read?Any extempore?)@aknarendranath: MMS made 1364 speeches since May 2004. You can read them here. http://t.co/eE2Bads3Yo @Rajsan2012,read extempore aknarendranath MMS made 1364 speeches since May 2004 read http co eE2Bads3Yo Rajsan2012,read extempore aknarendranath MMS made 1364 speeches since May 2004 read co eE2Bads3Yo Rajsan2012,read extempore aknarendranath mms speeches read eebadsyo rajsan
2014-01-03 10:34:48+00:00,thekiranbedi,"Obama made 79 Press conferences in first 4 yrs Clinton 133,Bush senior 143,our PM made 3 in 9 yrs!Is it Communication Paralysis?Treatable?",Obama made 79 Press conferences first 4 yrs Clinton 133 Bush senior 143 PM made 3 9 yrs Communication Paralysis Treatable,Obama made 79 Press conferences first 4 yrs Clinton 133 Bush senior 143 PM made 3 9 yrs Communication Paralysis Treatable,obama press conferences yrs clinton bush senior yrs communication paralysis treatable
2014-01-03 07:23:52+00:00,thekiranbedi,"Wish media had asked PM point blank,""does he read newspapers/TV?If he does what does he do when he sees evidence of corruption right there?",Wish media asked PM point blank read newspapers TV sees evidence corruption right,Wish media asked PM point blank read newspapers TV sees evidence corruption right,wish media ask point blank read newspapers see evidence corruption right
2014-01-03 07:12:48+00:00,thekiranbedi,PM's Presser was of a bureaucrat who ran d office for 9yrs without any risks or examination but passed in 3rd division! India 3rd rate!,PM Presser bureaucrat ran office 9yrs without risks examination passed 3rd division India 3rd rate,PM Presser bureaucrat ran office 9yrs without risks examination passed 3rd division India 3rd rate,presser bureaucrat run office yrs risk examination pass division india rate
2014-01-03 06:47:44+00:00,thekiranbedi,Asked if he regularly reviews performance of Ministers&amp;makes d result of review public?PM said his office does&amp;matter discussed in Cabinet!,Asked regularly reviews performance Ministers makes result review public PM said office matter discussed Cabinet,Asked regularly reviews performance Ministers makes result review public PM said office matter discussed Cabinet,ask regularly review performance minister make result review public say office matter discuss cabinet
2014-01-03 06:42:16+00:00,thekiranbedi,PM appears far away from grass root realities!He says its hospitable environment for FDI! Ask Foreign investors.India is rated as very tardy,PM appears far away grass root realities says hospitable environment FDI Ask Foreign investors India rated tardy,PM appears far away grass root realities says hospitable environment FDI Ask Foreign investors India rated tardy,appear far away grass root realities say hospitable environment fdi ask foreign investors india rat tardy
2014-01-03 06:37:01+00:00,thekiranbedi,"(One who has governance experience,vision,integrity @asharma2081: @thekiranbedi maam who do you think can be d best leader for this country",One governance experience vision integrity asharma2081 thekiranbedi maam think best leader country,One governance experience vision integrity asharma2081 thekiranbedi maam think best leader country,governance experience vision integrity asharma thekiranbedi maam think best leader country
2014-01-03 06:33:54+00:00,thekiranbedi,PM performed as a office bureaucrat!With a boss in SG!And even the Cabinet Ministers not paying heed to him!PM conceded not being heeded!,PM performed office bureaucrat boss SG even Cabinet Ministers paying heed PM conceded heeded,PM performed office bureaucrat boss SG even Cabinet Ministers paying heed PM conceded heeded,perform office bureaucrat boss cabinet minister pay heed concede heed
2014-01-03 06:29:13+00:00,thekiranbedi,The earlier country's leadership changes the better! Each day delayed is costly. It is stuck in merely fire fighting!No wonder the decline!,earlier country leadership changes better day delayed costly stuck merely fire fighting wonder decline,earlier country leadership changes better day delayed costly stuck merely fire fighting wonder decline,earlier country leadership change better day delay costly stick merely fight wonder decline
2014-01-03 06:25:24+00:00,thekiranbedi,Any leader who is happy in just surviving and happy at being average! How do u expect the country to be outstanding and practice excellence,leader happy surviving happy average u expect country outstanding practice excellence,leader happy surviving happy average u expect country outstanding practice excellence,eader happy survive happy average expect country outstanding practice excellence
2014-01-03 06:21:09+00:00,thekiranbedi,Also @narendramodi would be a disaster)@firstpostin: PM: Strength is not massacring innocent people in the streets of Ahmedabad!,Also narendramodi would disaster firstpostin PM Strength massacring innocent people streets Ahmedabad,Also narendramodi would disaster firstpostin PM Strength massacring innocent people streets Ahmedabad,narendramodi disaster firstpostin strength massacre innocent people streets ahmedabad
2014-01-03 06:17:08+00:00,thekiranbedi,PM says I did as best as I could! Could not do better than. But having @narendramodi  as PM would be disastrous for the country!,PM says best could Could better narendramodi PM would disastrous country,PM says best could Could better narendramodi PM would disastrous country,say best better narendramodi disastrous country
2014-01-03 06:10:11+00:00,thekiranbedi,"PM transfers responsibility to Overseas challenges,States,Courts, CAG,Media and others!Says he is the same!No mistakes!Only Difficulties",PM transfers responsibility Overseas challenges States Courts CAG Media others Says mistakes Difficulties,PM transfers responsibility Overseas challenges States Courts CAG Media others Says mistakes Difficulties,transfer responsibility overseas challenge state court cag media say mistake difficulties
2014-01-03 06:06:45+00:00,thekiranbedi,"So far its evident that the PM was weak in following areas,Oversight,Implementation,Coord,Follow ups, Communication and also dynamism--!",far evident PM weak following areas Oversight Implementation Coord Follow ups Communication also dynamism,far evident PM weak following areas Oversight Implementation Coord Follow ups Communication also dynamism,far evident weak follow areas oversight implementation coord follow up communication dynamism
2014-01-03 06:02:10+00:00,thekiranbedi,Many matters of UPA 1&amp; 2 are under trial and investigation! And more to come after Lokpal comes into being when whistle blowers r protected,Many matters UPA 1 2 trial investigation come Lokpal comes whistleblowers protected,Many matters UPA 1 2 trial investigation come Lokpal comes whistleblowers protected,matter upa trial investigation come lokpal come whistleblowers protect
2014-01-03 05:58:40+00:00,thekiranbedi,(Re-election does not mean immunity)@PTI_News: Corruption charges against government relate to UPA-I and people ......given us a second term,election mean immunity PTI_News Corruption charges government relate UPA people given us second term,election mean immunity PTI_News Corruption charges government relate UPA people given us second term,election mean immunity pti news corruption charge government relate upa people give second term
2014-01-03 05:17:16+00:00,thekiranbedi,( ticket givers don't become ticket receivers) @Singh1Ap: @thekiranbedi so madam bjp giving ticket to you in 2014?”,ticket givers become ticket receivers Singh1Ap thekiranbedi madam bjp giving ticket 2014,ticket givers become ticket receivers Singh1Ap thekiranbedi madam bjp giving ticket 2014,ticket givers ticket receivers singhap thekiranbedi madam bjp give ticket
2014-01-03 05:07:55+00:00,thekiranbedi,No!PM is victim of his Absent Oversight)@IBNLivePolitics: PM is a victim of rising expectations: Experts http://t.co/4RIf460wac #SinghSpeaks,PM victim Absent Oversight IBNLivePolitics PM victim rising expectations Experts http co 4RIf460wac SinghSpeaks,PM victim Absent Oversight IBNLivePolitics PM victim rising expectations Experts co 4RIf460wac SinghSpeaks,victim absent oversight ibnlivepolitics victim rise expectations experts rifwac singhspeaks
2014-01-03 05:03:34+00:00,thekiranbedi,"Today at IIT bombay. May provide students a comprehensive defintion of technology!(Social,inner+technical)+preparing corporate for Lokpals!",Today IIT bombay May provide students comprehensive definition technology Social inner technical preparing corporate Lokpal,Today IIT bombay May provide students comprehensive definition technology Social inner technical preparing corporate Lokpal,today iit bombay provide students comprehensive definition technology social inner technical prepare corporate lokpa
2014-01-03 02:24:21+00:00,thekiranbedi,(Nation waits to hear these answers)@firstpostin: Prime Minister’s press conference: @arunjaitley sends 5 questions http://t.co/kMn2wliOop,Nation waits hear answers firstpostin Prime Minister press conference arunjaitley sends 5 questions http co kMn2wliOop,Nation waits hear answers firstpostin Prime Minister press conference arunjaitley sends 5 questions co kMn2wliOop,nation wait hear answer firstpostin prime minister press conference arunjaitley send question kmnwlioop
2014-01-03 02:21:36+00:00,thekiranbedi,(Very Expensive!Drought of Communication) @timesnow: Prime Minister Manmohan Singh to address his third press conference in ten years today,Expensive Drought Communication timesnow Prime Minister Manmohan Singh address third press conference ten years today,Expensive Drought Communication timesnow Prime Minister Manmohan Singh address third press conference ten years today,expensive drought communication timesnow prime minister manmohan singh address press conference years today
2014-01-03 02:18:10+00:00,thekiranbedi,"Indian democracy witnessing interesting sport!Many in the fray with no prior experience of politicking+no baggage, othrs+-lifelong/baggage??",Indian democracy witnessing interesting sport Many fray prior experience politicking baggage othrs lifelong baggage,Indian democracy witnessing interesting sport Many fray prior experience politicking baggage othrs lifelong baggage,indian democracy witness interest sport fray prior experience politick baggage othrs lifelong baggage
2014-01-03 01:20:21+00:00,thekiranbedi,Good Morning @mmdvv,Good Morning mmdvv,Good Morning mmdvv,good morning mmdvv
2014-01-02 17:47:49+00:00,thekiranbedi,"I heard 5 Qs to PM,raised by @arunjaitley on @timesnow as breaking news. Hope to see PM answer them.PM owes then to the nation and Aam Admi!",heard 5 Qs PM raised arunjaitley timesnow breaking news Hope see PM answer PM owes nation Aam Admi,heard 5 Qs PM raised arunjaitley timesnow breaking news Hope see PM answer PM owes nation Aam Admi,hear raise arunjaitley timesnow break news hope answer owe nation aam adm
2014-01-02 17:38:41+00:00,thekiranbedi,Mr Arun Jaitely's 5 Questions to PM for his press conference tom are absolutely relevant!Hope PM answers them!And we get truthful answers!,Mr Arun Jaitely 5 Questions PM press conference tom absolutely relevant Hope PM answers get truthful answers,Mr Arun Jaitely 5 Questions PM press conference tom absolutely relevant Hope PM answers get truthful answers,arun jaitely question press conference tom absolutely relevant hope answer truthful answer
2014-01-02 16:33:01+00:00,thekiranbedi,"(always relevant )GQ:""Once u make a decision,the universe conspires to make it happen.""Ralph Waldo Emerson",always relevant GQ u make decision universe conspires make happen Ralph Waldo Emerson,always relevant GQ u make decision universe conspires make happen Ralph Waldo Emerson,relevant decision universe conspire happen ralph waldo emerso
2014-01-02 14:31:25+00:00,thekiranbedi,VGood)@HeadlinesToday: CCEA approves installing CCTVs+GPS devices on public transport vehicles in 32 cities for women safety:FM Chidambaram,VGood HeadlinesToday CCEA approves installing CCTVs GPS devices public transport vehicles 32 cities women safety FM Chidambaram,VGood HeadlinesToday CCEA approves installing CCTVs GPS devices public transport vehicles 32 cities women safety FM Chidambaram,vgood headlinestoday ccea approve instal cctvs gps devices public transport vehicles cities women safety chidambaram
2014-01-02 14:09:46+00:00,thekiranbedi,"@mmdvv Focusing on some upcoming speaking engagements,starting tom! Holidays are over!Travels begin!Will share more tom! Txs!",mmdvv Focusing upcoming speaking engagements starting tom Holidays Travels begin share tom Txs,mmdvv Focusing upcoming speaking engagements starting tom Holidays Travels begin share tom Txs,mmdvv focus upcoming speak engagements start tom holiday travel begin share tom txs
2014-01-02 10:35:19+00:00,thekiranbedi,(This is a surprise!)@anilkohli54: Unfortunately I stand vindicated again @Arvindkejriwal asks 4 evidence from BJP 4 SheilaD Corruption,surprise anilkohli54 Unfortunately stand vindicated Arvindkejriwal asks 4 evidence BJP 4 SheilaD Corruption,surprise anilkohli54 Unfortunately stand vindicated Arvindkejriwal asks 4 evidence BJP 4 SheilaD Corruption,surprise anilkohli unfortunately stand vindicate arvindkejriwal ask evidence bjp sheilad corruptio
2014-01-02 08:08:08+00:00,thekiranbedi,Uprising of 2011(Civil Society Movemt against Corruption)was product of Corruption in CWG+2G+Adarsh Society!Noose is reaching Adarsh Society,Uprising 2011 Civil Society Movemt Corruption product Corruption CWG 2G Adarsh Society Noose reaching Adarsh Society,Uprising 2011 Civil Society Movemt Corruption product Corruption CWG 2G Adarsh Society Noose reaching Adarsh Society,uprise civil society movemt corruption product corruption cwg adarsh society noose reach adarsh society
2014-01-02 04:00:02+00:00,thekiranbedi,"Keep two soft (!non violent) weapons in your bag for getting honest &amp; prompt delivery of Govt services. One a Anna Cap,other a Broom Stick!",Keep two soft non violent weapons bag getting honest prompt delivery Govt services One Anna Cap Broom Stick,Keep two soft non violent weapons bag getting honest prompt delivery Govt services One Anna Cap Broom Stick,soft non violent weapons bag get honest prompt delivery govt service anna cap broom stic
2014-01-01 16:32:47+00:00,thekiranbedi,(Coming yesterday!!)@nareshjjain77:  u decided in 3 days of governance that they are robbing Peter!! (To pay Paul)When in BJP ticket coming?,Coming yesterday nareshjjain77 u decided 3 days governance robbing Peter pay Paul BJP ticket coming,Coming yesterday nareshjjain77 u decided 3 days governance robbing Peter pay Paul BJP ticket coming,come yesterday nareshjjain decide days governance rob peter pay paul bjp ticket come
2014-01-01 16:12:26+00:00,thekiranbedi,"Real test for any new government is to raise resources,control corruption,deliver services to those is real need.Not rob Peter to pay Paul!",Real test new government raise resources control corruption deliver services real need rob Peter pay Paul,Real test new government raise resources control corruption deliver services real need rob Peter pay Paul,real test new government raise resources control corruption deliver service real need rob peter pay pau
2014-01-01 15:09:11+00:00,thekiranbedi,(A view for dispassionate read) Delhi Government's Water Subsidy http://t.co/LQG35ZWasQ,view dispassionate read Delhi Government Water Subsidy http co LQG35ZWasQ,view dispassionate read Delhi Government Water Subsidy co LQG35ZWasQ,view dispassionate read delhi government water subsidy lqgzwasq
2014-01-01 14:08:39+00:00,thekiranbedi,Anna THANKS the PRESIDENT Of India for making Lokpal into Law today!(Just checked with Anna's office)Historical Great Start of the New Year!,Anna THANKS PRESIDENT India making Lokpal Law today checked Anna office Historical Great Start New Year,Anna THANKS PRESIDENT India making Lokpal Law today checked Anna office Historical Great Start New Year,anna thank president india make lokpal law today check anna office historical great start new year
2014-01-01 13:47:34+00:00,thekiranbedi,(Indeed) @ratneshkjain: will u also congratulate @ArvindKejriwal  for his good work?”,Indeed ratneshkjain u also congratulate ArvindKejriwal good work,Indeed ratneshkjain u also congratulate ArvindKejriwal good work,ratneshkjain congratulate arvindkejriwal good wor
2014-01-01 13:32:38+00:00,thekiranbedi,(Congratulations PRS)@PRSLegislative: PTI : President signs Lok Pal bill.”,Congratulations PRS PRSLegislative PTI President signs Lok Pal bill,Congratulations PRS PRSLegislative PTI President signs Lok Pal bill,congratulations prs prslegislative pti president sign lok pal
2014-01-01 13:24:36+00:00,thekiranbedi,(no not today)“@mmdvv: @thekiranbedi Will u b on any news channel debate tonight or any interview ?”,today mmdvv thekiranbedi u b news channel debate tonight interview,today mmdvv thekiranbedi u b news channel debate tonight interview,today mmdvv thekiranbedi news channel debate tonight interview
2014-01-01 13:22:05+00:00,thekiranbedi,(I know what I don't want) @sandeepbisht01:must be feeling bad of not accepting AAP offer.U would have CM today instead.... lol on u,know want sandeepbisht01 must feeling bad accepting AAP offer U would CM today instead lol u,know want sandeepbisht01 must feeling bad accepting AAP offer U would CM today instead lol u,want sandeepbisht feel bad accept aap offer today instead lol
2014-01-01 13:18:15+00:00,thekiranbedi,(indeed)@neerajsoni06:congratulation.it is all bcos of t dedication of an old man anna ji who again &amp; again has proved himself,indeed neerajsoni06 congratulation bcos dedication old man anna ji proved,indeed neerajsoni06 congratulation bcos dedication old man anna ji proved,deed neerajsoni congratulation bcos dedication old man anna prove
2014-01-01 13:14:55+00:00,thekiranbedi,"Lokpal of 4 senior judges&amp;4civilian experts,requiring no sanctions,with own lawyers,budget,&amp;CBI,CVC reporting to them,is SC against Graft!",Lokpal 4 senior judges 4civilian experts requiring sanctions lawyers budget CBI CVC reporting SC Graft,Lokpal 4 senior judges 4civilian experts requiring sanctions lawyers budget CBI CVC reporting SC Graft,lokpal senior judge civilian experts require sanction lawyers budget cbi cvc report graft
2014-01-01 13:03:35+00:00,thekiranbedi,(They only rushed to prejudge it. Txs to them too)@Vijayca2002: its victory of movement initiated by annaji and all colleagues except AAP,rushed prejudge Txs Vijayca2002 victory movement initiated annaji colleagues except AAP,rushed prejudge Txs Vijayca2002 victory movement initiated annaji colleagues except AAP,rush prejudge txs vijayca victory movement initiate annaji colleagues aap
